microresnet_ghost_loss,microresnet_loss,microresnet_loss_alpha_0.3_temperature_2,microresnet_loss_alpha_0.3_temperature_4,microresnet_loss_alpha_0.3_temperature_8,microresnet_loss_alpha_0.5_temperature_2,microresnet_loss_alpha_0.5_temperature_4,microresnet_loss_alpha_0.5_temperature_8,microresnet_loss_alpha_0.7_temperature_2,microresnet_loss_alpha_0.7_temperature_4,microresnet_loss_alpha_0.7_temperature_8,microresnet_loss_alpha_0.9_temperature_2,microresnet_loss_alpha_0.9_temperature_4,microresnet_loss_alpha_0.9_temperature_8
2.6923269423682368,2.830957628576957,1.2309740265007214,1.6862798462743345,1.547893802833069,1.4950566517422572,2.255225099566038,2.049942695576212,1.7767252068385444,2.807119228650847,2.5539735299547006,2.1099228075398204,3.386858990125339,3.0343588837577253
2.678481887978361,2.8330466448498504,1.2226559327691413,1.6823114034769786,1.5391627733054978,1.514653183310233,2.248419161647787,2.0458185325193283,1.7765365338996244,2.786172793649347,2.538777858095096,2.1225425322037523,3.3729818885588583,3.0223957620313406
2.68865542216679,2.833523940552226,1.218028805292476,1.6748129211728224,1.5349346469430365,1.501495547306812,2.2560119942935835,2.026704770219905,1.777250286258395,2.805401428886082,2.5403743015835656,2.118803223685535,3.407523174115154,3.0392405127015567
2.652432687752082,2.81513346064731,1.229038301331308,1.675086963816982,1.5332460013192024,1.4936317979832134,2.2446178060663327,2.044481720156072,1.7672460399320364,2.790876756848581,2.563519711994454,2.103307341370741,3.38085953170991,3.0361970946611954
2.667766377749041,2.81502751316256,1.2132567565154542,1.688643670143069,1.5328017375658236,1.4862575317587694,2.220354888445276,2.0340169027943134,1.7764658251077012,2.7869141723798667,2.536784601943267,2.0981514395960152,3.3877773961752577,3.0114631945519803
2.6798644196956665,2.805577387895121,1.225012856523704,1.6753473589792276,1.5347407434297644,1.4840781972231465,2.242732075779029,2.0304833565221725,1.7824487762378,2.804184447164121,2.560346275034463,2.092785673678074,3.387143041776574,3.0323207158871623
2.6575008408187903,2.820075245464549,1.2234282411272874,1.6765805107858174,1.5297148800871867,1.481508680011915,2.239218566118909,2.034243961734235,1.7625933068487651,2.792615582266122,2.5212352849028603,2.0896353556981784,3.387136136784273,3.006194937259645
2.65621270913907,2.7944414676607723,1.2079068786652802,1.6560825649124886,1.535068539707252,1.4831802311455806,2.2346208449214924,2.0494094102279,1.76980191911273,2.7745636411944923,2.526858630387679,2.0956109435966863,3.34764658154734,3.039693712273522
2.6730889560621414,2.8029184347528324,1.2209301406465225,1.6621738138711055,1.5222563728347154,1.470932301962772,2.2173190092491675,2.031742206314945,1.7836626576035834,2.803705872172285,2.5484967618952017,2.088949181539628,3.374461019130619,2.997129226889452
2.6641361347549712,2.806830733633407,1.2089018833911631,1.6508392815089896,1.5258935473459152,1.485410634209128,2.2326768039132627,2.034549904601348,1.7606438535558595,2.7778088723302194,2.5339938761937955,2.084787255357903,3.381212393646045,3.0207444798306127
2.651642843890373,2.797177472077977,1.2058425161539743,1.6665607937766462,1.5274699999548285,1.4861236740561092,2.21020532843402,2.037904019855782,1.7529434904722911,2.7818324346371623,2.5282066057405204,2.078908257167358,3.356584426387192,3.0158660826475723
2.6472369307447274,2.807763310039745,1.2100516760440738,1.6641082763671875,1.522209559560127,1.4804491984569812,2.229115150773617,2.0331052572221098,1.7713365481637628,2.782078783225525,2.522640805720064,2.081580563579374,3.3712106062018354,3.0258584876194634
2.6773295652531,2.810869052891841,1.204771287758332,1.671283548750231,1.5275378242478042,1.4722602202764252,2.22496925564983,2.029426238725862,1.7605088299802505,2.7706177155380054,2.5136268913288555,2.0781381810107806,3.322703996887597,3.015225629367487
2.6495971301632464,2.8037420959423875,1.214390085023992,1.659940585151048,1.5187938207250726,1.466858463519065,2.2136444429607343,2.027227452953758,1.7451045997917194,2.795359689561302,2.5118903571077627,2.0819211390317247,3.367796997280072,2.9911098687545112
2.6629750673728223,2.796320416433427,1.2042690204537434,1.677567178635951,1.5394455282889363,1.477809969726426,2.21342206611048,2.0230625608693,1.748370947740267,2.775056085928017,2.521346526072763,2.0843141405173884,3.3773676214925468,2.98557537778869
2.666939491506123,2.800163472095109,1.2008699174122432,1.661298560669355,1.5285146943748456,1.4578764520947585,2.2127728910397386,2.0322189812769977,1.7453615253843615,2.7551645756987355,2.531282872495139,2.061041003907733,3.349584717274932,2.997529850591479
2.6773633176408462,2.8179471791552766,1.206844858348827,1.6505459922049053,1.520212522553056,1.46390488050173,2.218122160648141,2.0130064682582454,1.7686838012217256,2.754268604166368,2.5173811662532484,2.073167139002124,3.343694471032418,3.006293226081087
2.6802237238115665,2.7712262304847504,1.2105373799648431,1.6516461686405075,1.5310691588979852,1.4632128498438377,2.2154748948943586,2.0247345879254746,1.758516683907765,2.776395595896884,2.514110967021464,2.052760924524663,3.321789115286239,3.0174446520598037
2.65985672248294,2.7861675325866857,1.1999327205026242,1.6659264665125582,1.5243352179027274,1.4577432904402008,2.2105972138817047,2.015256914336358,1.755960382463987,2.774980375528945,2.5141835267586474,2.0674601808533337,3.324601695970501,3.006532993462994
2.6629168877516256,2.7872588457658773,1.2095262707041965,1.6562262907662355,1.52485443929882,1.4639410841495484,2.215705070959028,2.003530868483931,1.76298712891386,2.7575358283489257,2.519615121509718,2.055018823165113,3.342603290782255,2.979197899094018
2.7039849270335243,2.8049051066493744,1.1988398484561755,1.6513231090267602,1.5121885967986357,1.467761109247232,2.2206926187285987,2.016885296767935,1.7496055196923064,2.768231440078268,2.5117890042112307,2.08767132655434,3.3539074827033235,3.0100794521439105
2.6509043536222805,2.7971335801931905,1.2153241949922895,1.6448935950198746,1.5206756414964682,1.4669784923343707,2.2056178296618447,2.024537319112617,1.7591517035613584,2.75564893188379,2.533346684692461,2.0387595672436687,3.3293949112562875,2.9968872673981024
2.6987499477308425,2.787495869809709,1.2082880337524902,1.6544943877193323,1.5074780289169467,1.453732074069245,2.2112656645762647,2.0110158106250227,1.7506223035895303,2.7576550498338004,2.539927404250025,2.042755837635616,3.323158535506109,2.9986239833295194
2.698848451494866,2.7887627883335515,1.1960803072165955,1.6624339739684864,1.5267063894540147,1.4597124388760618,2.206577116571119,2.0184205087554425,1.7469351477635182,2.752496345573679,2.520787147609779,2.059887724459324,3.3513107793715298,2.980248284156975
2.721883428066283,2.7709871728706847,1.1957416656377065,1.6459813971653618,1.5136870109211755,1.4624530448937965,2.196823437500488,2.007569132558525,1.7442518414743722,2.7457328141497834,2.527032863148643,2.045637689892898,3.351360030796217,2.9829844056492876
2.6761907305558927,2.786779701862189,1.1934192825461287,1.659984755089216,1.5122615983114218,1.447896310435537,2.210633260819613,2.0163625683016178,1.7434473946271345,2.7641671417314377,2.512391189480072,2.0504936260335587,3.347034954353977,2.986206433352302
2.725445602251136,2.778776800541012,1.2098787958969546,1.6496796501262108,1.519218018597654,1.4511800816906688,2.2063235901200864,2.008890846501226,1.7305177197127086,2.747173744089463,2.5215222713587533,2.059235090489888,3.299035840632056,2.9993340975183354
2.6693756446204224,2.790211446449885,1.1965715638207048,1.6614917714882385,1.5141190689847903,1.4529479533205252,2.19430085033407,2.016125428707093,1.751947645641044,2.7368162324666367,2.501284389849514,2.046520245044737,3.320774839967108,2.9988581670824526
2.674562217634352,2.7699715859444853,1.1957541179778937,1.6444451552827646,1.5247799322733184,1.4554934257741474,2.224309356011393,1.998487757294989,1.7388740049298768,2.754478735692056,2.5039137485996843,2.0514056710026147,3.3437677045612384,2.9686794622474926
2.662375501964404,2.793977005097567,1.2003377802536617,1.6507178499265704,1.5194718548099098,1.4531136385315215,2.1886954392923417,2.007923335370505,1.7441704370786466,2.7319242746933647,2.5135508211677338,2.023060386443077,3.312867446933561,2.966112994172079
2.684195713009066,2.773264769093155,1.195783555202777,1.646276896566991,1.510617246408292,1.455682057858733,2.199465486399658,2.008327196626102,1.7597945681618303,2.743158339234569,2.515895459962928,2.020834589248423,3.3209560478434845,2.981199075498849
2.6877826278471884,2.782792329178442,1.1982440911900356,1.642933824483086,1.518302552840289,1.4446217771381369,2.19817234335653,1.9998519466356244,1.722403160141557,2.720205189931728,2.502750197944738,2.051795452147189,3.3605720155379357,2.9694561141226297
2.681964515420177,2.765326254812958,1.203395734357712,1.638024535020599,1.5131668175577813,1.4456927788531997,2.200448868524693,2.007821074532121,1.7459845140462031,2.740945682501244,2.4893253258122203,2.0294078997029064,3.332713353969252,2.9733949713694776
2.671311587628806,2.755808854042112,1.1993345386536836,1.653361857394733,1.512279660805412,1.4457076257452026,2.2084833173190845,2.015739537565909,1.7412271429510675,2.7447755824574425,2.51253269791908,2.039348014785201,3.2949943652238383,2.993753302737575
2.650134939062016,2.776474666107646,1.1903775694120269,1.6371675202303837,1.5177359959048689,1.464248942597138,2.186298900553028,2.0015148695777443,1.744655738401291,2.722966127993201,2.511253037416112,2.024420415044136,3.3253553023423685,2.98064394924037
2.657836396371007,2.768880309351265,1.1903699827011285,1.6380324750910025,1.5111408742797343,1.4424779177321805,2.2011747695600894,2.000719601540919,1.7331449439763411,2.735604019116258,2.501517752247393,2.0273726620637547,3.3387117404157243,2.9654660078570667
2.6706942569874133,2.774060002373308,1.1958531427871235,1.655475981400141,1.497964784922197,1.4277579967323166,2.1931056403138145,1.992944324108036,1.726619461308355,2.7430047019363366,2.497073097911942,2.051897693168172,3.307098508186048,2.9714405682995495
2.6606953357491654,2.770899781790536,1.201903763482028,1.6243210924251,1.5035960802336787,1.448201921894727,2.190805479693596,2.0125561537949936,1.7422857101616045,2.7312796908571286,2.487506025587506,2.013476340057295,3.32838852082372,2.9774442493458233
2.2585212842887623,2.243679833534124,0.927638821742114,1.3103176837077226,1.2155055484503432,1.1075043159982432,1.7713134715624173,1.6377647971863027,1.3386892793733445,2.2047515796578447,2.051099383922489,1.6055849604594432,2.70548868545181,2.46208870197501
2.156146661094997,2.1117681024019674,0.8667038355946846,1.2420900422898704,1.1583594382571445,1.0416379232540764,1.672458923991074,1.5598716818158278,1.257978401525551,2.0994336614218514,1.951946925324248,1.486453421280512,2.5529590656080514,2.3429156322308513
2.136587059101485,2.087622261718106,0.8436757845951773,1.215472989527466,1.1377101119826822,1.0121444997275273,1.648571690025232,1.533388757949595,1.2276627018933406,2.0512225518141256,1.920494577463936,1.4457767843590368,2.5206938704566277,2.3073294888372007
2.105834149948471,2.0693700276982145,0.8324953370996754,1.2018137853163893,1.1246943726868883,0.9986158758782976,1.6352690991843144,1.53010947960417,1.2043845824268469,2.026973096610945,1.90573301705558,1.427170435333496,2.4836811988859835,2.2815742699996284
2.0964350310128057,2.04565018308742,0.8215239892530319,1.1991053077266038,1.1143189722009936,0.9882489241602476,1.6145327923547883,1.5118248612069718,1.1938966312981627,2.007461523765798,1.8981746727853173,1.4138613678610232,2.468749207303957,2.2766621368925284
2.097154260291468,2.0373774705945378,0.8197553630375192,1.1845445654276388,1.1151959085098615,0.9805053595996572,1.6109130760592878,1.498639800664409,1.188996261343017,2.0149944456641937,1.8870554519126483,1.3942758905918091,2.465530006172102,2.2656383959533613
2.078963221796333,2.029688184523521,0.8219976388584928,1.185190000040147,1.1149137341762747,0.9751929477657504,1.5983958945554846,1.503162703245802,1.183538613569401,1.999034030663083,1.881852760034449,1.390061086858325,2.442541104448421,2.258157925532602
2.072367396805902,2.0196995960781945,0.8087084017446279,1.174269935206684,1.0995666668238238,0.96614652323296,1.5994174257873577,1.4947124777547538,1.1746332909140136,1.9907508009230084,1.8723710525371229,1.3825397986890104,2.45625844849345,2.2634423236407892
2.062586100510014,2.020497036711944,0.8083380257991879,1.1733192255734788,1.095935436465856,0.9673228004704352,1.5929626421550351,1.4865712866453868,1.1661820547355106,1.9907690759205148,1.868754085372476,1.376856614866525,2.437135028717158,2.2479201808305045
2.060001989459748,2.005659214066118,0.8056109280842344,1.172284288479544,1.091798153679694,0.9596619759984027,1.5863372950297792,1.4906001700769604,1.163178554428813,1.98188757073239,1.8694607013326776,1.367051146676778,2.436501181339059,2.247694919786185
2.064642249470781,1.999117769243772,0.8012318263578293,1.1707824895449002,1.0910454046390856,0.9607974071331952,1.5850213421580126,1.4863487908907254,1.1688484220248658,1.983603714372191,1.864692504143776,1.3666824013985637,2.4263807522976184,2.2428169421222814
2.064993874191323,2.001510500298132,0.8057837544194878,1.1647861083145337,1.0914814388355636,0.956707084117948,1.5770155767650555,1.4848068220841,1.1662866483868846,1.9786693766293928,1.8662842265175432,1.3564601563431722,2.433793603306841,2.238599533620088
2.061776044423623,1.9929101299446867,0.7945884078969736,1.159903690333257,1.09206808223139,0.9559671787349768,1.5729828225377271,1.474885986284222,1.1576009647315726,1.973341755549926,1.863829885907185,1.3619745988065324,2.432004473703292,2.241284463106824
2.045779182477985,1.9991088806820647,0.7970533651464126,1.1588669949785215,1.0952589629251328,0.9506990687011758,1.5754511606357895,1.4837224440806358,1.1551093184734549,1.972062134071994,1.845666397563027,1.3533968268453007,2.4172796382928445,2.231912825418555
2.04672266790629,1.995251847350079,0.7957409466319072,1.1579327266234571,1.089404994569471,0.9519779933687976,1.5799520805363765,1.4810003219053265,1.1523882711634916,1.965832729473748,1.851999821870224,1.3590687748111423,2.416377312082159,2.2308167673437795
2.0660307450062785,1.983656475001284,0.7989585875245311,1.1567436566438212,1.0929144154424253,0.9514124061140564,1.5777306867682417,1.4795607328414917,1.1701819424129205,1.9753663972820468,1.8556009576753585,1.3460219511595528,2.4084330477068185,2.2484073141956573
2.052008361462742,2.003547315707292,0.7949193270157671,1.1548210373315055,1.093322797961857,0.9474227532096532,1.5785066499124707,1.474615225706564,1.1556500760490631,1.9672161770598664,1.8590129019354311,1.3659310450639262,2.4186443450200894,2.2374885643229767
2.055006771746194,1.9955476415736595,0.798877946479851,1.1508426972667274,1.087367729762631,0.9520303847844644,1.5711205648949078,1.4773669651402233,1.1586090094598054,1.961375824020952,1.855778056947167,1.3662736957030528,2.4118413047107587,2.2321379980467775
2.054697283088704,2.010715157479581,0.7965648168950434,1.1545346022566871,1.0917675115568253,0.9532643004756448,1.5714744329452517,1.478772971636194,1.155634003222141,1.969385726372604,1.8599339693098729,1.3566781203155325,2.427677055758893,2.242278644495913
2.0368813642150605,1.9964397380419088,0.7906729021035802,1.1601589608680256,1.084707216381112,0.9544142809365412,1.5780659874381922,1.4782707517409264,1.1415443437178727,1.9674911316093584,1.862260080359476,1.3512403407060276,2.4176449659840227,2.2338544456550227
2.058122985808136,1.993727280660664,0.7949364473447775,1.1571540616052536,1.0916258285722464,0.9456878527046164,1.566994945106604,1.4777651631923587,1.1575043070346802,1.9695038024116964,1.8586098696569653,1.3585978661046918,2.4196878186882,2.249191368327421
2.053722425190079,1.9914468404886967,0.792772699804867,1.157296097949338,1.0964147855558664,0.9512601057281884,1.5678858757019043,1.4764376595197126,1.1512609464128305,1.968789789682764,1.8617677304445928,1.3580638908059397,2.4206312922260644,2.245810301407524
2.055540246122024,1.9956256187785315,0.7934544754150273,1.1586727865821564,1.0925590380683274,0.9553836640494558,1.5720548782202288,1.4803880370791307,1.1577947389744128,1.9766826312560253,1.8607631168706948,1.3524304117693011,2.4192261753789603,2.2403342144568557
2.055730772445269,1.998215662548914,0.7949560276992486,1.154476937430594,1.0914665486501611,0.9558286770530368,1.5733954476578462,1.4788884067779309,1.1602091859368715,1.9652297164473085,1.8571137936828688,1.3547504178398406,2.420203710456029,2.2325022650496735
2.050079553328512,2.002942305086824,0.8012373025155128,1.161048582905089,1.0901298350690272,0.9635126121208796,1.5847345212536394,1.4862178652487752,1.1571443151025211,1.9772521126300784,1.8564969173172856,1.3573021083841543,2.41778373352402,2.2415694495296234
2.0537920254270743,2.007030617550511,0.7926198840141296,1.152900998549693,1.0926897472432813,0.9538311069578772,1.5663724436479456,1.4874610041108582,1.1542782705763113,1.9707932578938088,1.8612969244837456,1.3590327606481665,2.419859050789757,2.239222346669268
2.0480099870725668,1.9951768098279947,0.8005861479912877,1.157487584501886,1.0960634649562104,0.95730979576745,1.5871780342458155,1.490137267295662,1.1592781336411186,1.9691576308301648,1.8657813980756208,1.3579225767299037,2.424818380714377,2.235432893723783
2.058155715008221,2.00317563272803,0.7952256905453284,1.1637680797320802,1.0967234507241213,0.9516886170867764,1.5797211291540003,1.4805830366471235,1.1579434607949708,1.9743544771848127,1.856624292290729,1.3623680946467174,2.415955509066277,2.238304428737182
2.050789236412634,1.9925818864037008,0.7927391838539591,1.1657499756349627,1.0954643196766944,0.95797514686804,1.5767215834859083,1.4844025873467137,1.1583518896566327,1.979225774860138,1.8671663993459835,1.3534404912872997,2.4282366884943776,2.246108110603469
2.062427325017007,2.016865490647533,0.8002149586177543,1.1600750911876063,1.098532261750887,0.9590424049235976,1.583091811755734,1.492277526184726,1.1663718177839313,1.9751027099921568,1.865158048127313,1.3659214482587927,2.417234915601628,2.23003436049537
2.057294451062332,2.003561197339421,0.7985224917416682,1.16269142502714,1.093689607232428,0.9620487345454029,1.5857108553962025,1.4931077948006828,1.1548436906026758,1.9751945389506151,1.871028331234632,1.366667699935796,2.425173726228192,2.2427752286271976
2.0549877830173657,2.0077965451628352,0.7932413901819293,1.1605367954734649,1.0966514606609978,0.9608697145796188,1.569181976720805,1.4946345115256736,1.1567229998995885,1.981569712424217,1.8719732044907784,1.3639704306107348,2.440393624708171,2.239870914412886
